tmdb_id,title,year,genres,runtime,tmdb_rating,poster_path,valence,arousal,dominance,absorption,hedonic,eudaimonic,psych_rich,emotional_arc,dominant_emotions,mood_tags,watch_context,vibe_sentence,pacing,ending_type,comfort_level,safety_warnings,conversation_potential,rt_critic,rt_audience,imdb_rating
49133,Lamerica,1994,"[""Drama""]",112,7.1,/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,-0.3,0.35,0.15,0.78,0.15,0.85,0.72,man-in-a-hole,"[""sadness"",""compassion"",""surprise""]","[""redemption"",""displacement"",""cross-cultural"",""moral-reckoning"",""poverty"",""human-dignity""]","[""solo"",""friends""]","Moral awakening through desperation: conman loses his callousness, finds his conscience.",slow-burn,bittersweet,0.35,"[""sudden-grief""]",0.82,91,88,7.4
49134,The Scar,1976,"[""Drama""]",106,6.464,/1JdHCHy36tG6RVB7Y4AKfkqDX92.jpg,-0.35,0.25,-0.4,0.72,0.15,0.8,0.75,riches-to-rags,"[""sadness"",""anger"",""disappointment""]","[""political-disillusionment"",""ideology-vs-reality"",""existential"",""bureaucratic-failure"",""moral-compromise"",""post-communist""]","[""solo""]",Gray Soviet morning watching idealism crumble under the weight of human indifference.,slow-burn,devastating,0.35,"[]",0.8,,,6.6
49138,Fishbelly White,1998,"[""Drama""]",23,5.2,/csapNKd9J1rRVqNXhIhhAqEmxZM.jpg,-0.65,0.45,-0.55,0.8,0.15,0.85,0.75,oedipus,"[""sadness"",""disgust"",""fear""]","[""coming-of-age"",""lgbtq"",""rural-isolation"",""shame"",""sacrifice"",""loss-of-innocence""]","[""solo""]",Rural shame and impossible choices crushing a gentle soul.,slow-burn,devastating,0.25,"[""animal-harm""]",0.85,,,6.6
49139,Confidence,1980,"[""Drama""]",105,7.5,/fqueQgCoTttLRYMWWp6Kdqh7uk9.jpg,0.15,0.65,-0.45,0.88,0.35,0.75,0.7,oedipus,"[""fear"",""sadness"",""anticipation""]","[""wartime-romance"",""forced-intimacy"",""psychological-pressure"",""hidden-identity"",""moral-reckoning"",""hungarian-history""]","[""solo"",""date""]","Suffocating closeness under threat, love and suspicion breathing the same air.",slow-burn,bittersweet,0.35,"[""sudden-grief""]",0.82,,73,7.4
49158,Tentacles,1977,"[""Horror"",""Science Fiction"",""Adventure"",""Action""]",102,4.573,/3VFEXcv6yp4BgEFRgBIcDJ5V0TI.jpg,-0.3,0.4,0.5,0.25,0.2,0.15,0.1,man-in-a-hole,"[""fear"",""anticipation""]","[""creature-feature"",""eco-horror"",""b-movie"",""kitsch"",""seaside-dread""]","[""friends""]","Soggy creature-feature lacking teeth, interesting mainly as time capsule.",slow-burn,triumphant,0.65,"[]",0.3,,,3.8
49160,The Time Travelers,1964,"[""Science Fiction"",""Adventure"",""Drama""]",82,5.067,/cc3deOS6bejonPRPLsbZBg1LlPN.jpg,-0.15,0.55,0.25,0.72,0.35,0.65,0.78,oedipus,"[""anticipation"",""fear"",""confusion""]","[""time-loop"",""existential-dread"",""survival"",""cosmic-horror"",""retro-sci-fi"",""paradox""]","[""solo"",""friends""]",Trapped in a recursive nightmare where escape leads nowhere.,building,unsettling,0.35,"[]",0.8,,29,5.3
49163,Gorath,1962,"[""Science Fiction"",""Action"",""Thriller""]",88,6.4,/390PCxjm9GSuMUZ0nIMMCMFJgbx.jpg,0.15,0.72,0.35,0.68,0.55,0.62,0.48,man-in-a-hole,"[""fear"",""anticipation"",""determination""]","[""existential-threat"",""survival"",""international-cooperation"",""cold-war-optimism"",""disaster"",""sci-fi-spectacle""]","[""friends"",""solo""]",Humanity united against cosmic annihilation with retro-futuristic urgency.,building,ambiguous,0.58,"[]",0.7,,,5.7
49172,Public Enemies,1996,"[""Drama"",""Crime""]",95,3.7,/cRvXYxnbUvQlphZBYOf1bJ7lQiD.jpg,-0.3,0.55,0.2,0.5,0.3,0.55,0.4,riches-to-rags,"[""anger"",""sadness"",""anticipation""]","[""crime"",""family-dysfunction"",""downfall"",""1930s"",""moral-decay"",""desperation""]","[""solo"",""friends""]","Grim ascent through violence and necessity, ending in inevitable collapse.",building,devastating,0.35,"[""graphic-violence"",""sexual-assault""]",0.65,,,4.6
49184,West Beirut,1998,"[""Drama"",""Comedy"",""Romance""]",105,6.989,/djx4ceoh6o5kdLKRuPsMULNWvDl.jpg,0.15,0.55,0.45,0.72,0.48,0.76,0.68,man-in-a-hole,"[""joy"",""sadness"",""fear""]","[""coming-of-age"",""war"",""adolescent-naivety"",""lost-innocence"",""friendship"",""dark-humor""]","[""solo"",""friends""]","Teenage laughter echoing through rubble, innocence dissolving into dread.",building,bittersweet,0.55,"[""sudden-grief""]",0.78,94,91,7.6
49190,Antarctic Journal,2005,"[""Horror"",""Thriller"",""Mystery""]",114,6,/jnfYwQUnvdNLNV1nm2n20b6y6mH.jpg,-0.65,0.72,-0.58,0.78,0.15,0.62,0.71,oedipus,"[""fear"",""dread"",""sadness""]","[""isolation"",""paranoia"",""cosmic-horror"",""psychological-breakdown"",""survival"",""doomed-expedition""]","[""solo""]",Trapped in white silence where sanity fractures like ice.,slow-burn,devastating,0.28,"[""psychological-manipulation"",""sudden-grief""]",0.72,,,5.9
49199,The Legend of Speed,1999,"[""Action""]",109,6.393,/n70H9pmMzA8QNtd08E6knF6TjFl.jpg,0.65,0.78,0.62,0.48,0.75,0.35,0.28,man-in-a-hole,"[""anticipation"",""anger"",""joy""]","[""street-racing"",""redemption"",""rivalry"",""underdog"",""adrenaline"",""betrayal""]","[""friends"",""solo""]",Neon nights and burnt rubber—revenge on four wheels.,building,triumphant,0.72,"[]",0.58,,,6.1
49201,"Love, So Divine",2004,"[""Comedy"",""Romance""]",109,6.387,/8IPYhz6YcxASTg72XqOECfyAlSw.jpg,0.65,0.45,0.7,0.4,0.75,0.55,0.35,man-in-a-hole,"[""joy"",""anticipation"",""trust""]","[""romantic-comedy"",""redemption"",""small-town"",""found-love"",""faith-questioning"",""feel-good""]","[""date"",""friends""]",Warm countryside charm with butterflies and gentle spiritual doubt.,steady,uplifting,0.85,"[]",0.5,,,6.3
49203,Marrying the Mafia 2,2005,"[""Comedy"",""Crime"",""Action"",""Romance""]",115,5.447,/o1utAWEmCuwtnnHXYpXZdQ2kCcq.jpg,0.65,0.62,0.72,0.45,0.75,0.35,0.28,man-in-a-hole,"[""joy"",""anticipation"",""surprise""]","[""crime-comedy"",""family-chaos"",""romantic-entanglement"",""underdog"",""slapstick""]","[""friends"",""date""]",Chaotic gangster family hijinks with heart and surprisingly sweet romance.,steady,triumphant,0.78,"[]",0.52,,,5.8
49204,Marrying the Mafia 3: Family Hustle,2006,"[""Drama"",""Comedy"",""Crime""]",128,4.605,/e8inEhDzJPSw0n6o9B7Swpcjyz4.jpg,0.35,0.62,0.58,0.65,0.72,0.48,0.52,man-in-a-hole,"[""joy"",""anticipation"",""anger""]","[""family-business"",""crime-comedy"",""redemption-attempt"",""korean-humor"",""generational-conflict"",""found-family""]","[""friends"",""family""]",Chaotic family squabbles wrapped in gangster intrigue and warm-hearted humor.,building,bittersweet,0.73,"[]",0.68,,,5
49212,Black Demons,1991,"[""Horror""]",88,4.014,/6H7VlWQHGRwAoT3o7RpRlDZYLeC.jpg,-0.7,0.75,-0.55,0.4,0.3,0.15,0.25,riches-to-rags,"[""fear"",""disgust"",""anger""]","[""revenge"",""survival"",""jungle-horror"",""supernatural-dread"",""siege""]","[""friends""]","Sweaty, visceral dread in the dark with no escape route.",relentless,devastating,0.25,"[""graphic-violence""]",0.35,,,4.2
49214,Once Upon a Time in High School,2004,"[""Romance"",""Drama"",""Action""]",116,7.2,/sUQcZdu7EfYC9Ljz7vanUJfzVQg.jpg,-0.35,0.72,0.15,0.68,0.42,0.71,0.64,man-in-a-hole,"[""anger"",""fear"",""sadness""]","[""coming-of-age"",""violence"",""institutional-corruption"",""survival"",""brotherhood"",""class-struggle""]","[""friends"",""solo""]",Brutal schoolyard realism wrapped in righteous anger and unexpected tenderness.,building,bittersweet,0.38,"[""graphic-violence"",""child-harm""]",0.78,,,7.4
49215,Portland Street Blues,1998,"[""Crime"",""Drama""]",114,5.696,/t0paNBnLz9W2RDqWGsmAgNANCZm.jpg,-0.15,0.62,0.35,0.68,0.45,0.72,0.58,man-in-a-hole,"[""sadness"",""anger"",""trust""]","[""triad-underworld"",""female-empowerment"",""LGBTQ"",""survival"",""betrayal"",""moral-compromise""]","[""solo"",""friends""]",Gritty ascent through bloodshed and loyalty in a world that demands everything.,building,bittersweet,0.42,"[""graphic-violence""]",0.78,,65,6.6
49221,Rites of Passage,1999,"[""Drama"",""Mystery"",""Thriller""]",95,5.4,/sPNnFaZaNSB5NlzLBr491F65x8r.jpg,-0.35,0.65,-0.15,0.62,0.25,0.68,0.55,oedipus,"[""fear"",""anger"",""sadness""]","[""father-son-conflict"",""toxic-masculinity"",""hidden-identity"",""survival-thriller"",""queer-tragedy"",""reconciliation""]","[""solo"",""friends""]",Trapped in a cabin where every secret becomes a weapon.,building,bittersweet,0.35,"[""sudden-grief"",""graphic-violence""]",0.72,,69,5.9
49231,Afghan Knights,2007,"[""Adventure"",""Horror"",""Drama""]",90,3.9,/qrWk9k1u7KE1OZArse3P782D46j.jpg,-0.35,0.62,-0.15,0.48,0.25,0.55,0.38,man-in-a-hole,"[""fear"",""sadness"",""anticipation""]","[""survival"",""guilt"",""military-horror"",""redemption"",""isolation"",""paranoia""]","[""solo"",""friends""]",Tense desert dread where heroic intent meets supernatural consequences.,building,unsettling,0.32,"[""graphic-violence""]",0.58,,13,2.9
49236,Art of the Devil 3,2008,"[""Thriller"",""Horror""]",85,6.8,/8adFAprCXfdAdlNYav0wa518iKK.jpg,-0.75,0.72,-0.65,0.78,0.15,0.35,0.62,oedipus,"[""fear"",""disgust"",""sadness""]","[""supernatural-horror"",""body-horror"",""curse"",""dark-magic"",""family-tragedy"",""psychological-terror""]","[""solo""]",Sweating through nightmare logic where family becomes instrument of unspeakable suffering.,building,unsettling,0.25,"[""graphic-violence"",""body-horror"",""psychological-manipulation""]",0.72,,,5.6
49237,Fair Game,1986,"[""Action"",""Horror"",""Thriller""]",90,5.642,/dOY9aKB1ls7LjzTMvVxSNSz25Ux.jpg,-0.65,0.72,0.45,0.38,0.25,0.35,0.28,man-in-a-hole,"[""fear"",""anger"",""anticipation""]","[""survival"",""revenge"",""exploitation"",""outback-isolation"",""predator-prey"",""empowerment""]","[""solo"",""friends""]",Hunted becomes hunter—tense desert vengeance with gritty '80s exploitation energy.,building,triumphant,0.35,"[""sexual-assault""]",0.62,,,5.9
49239,The Boxer's Omen,1983,"[""Horror"",""Fantasy"",""Action""]",105,6.5,/tIOUIqHvjFyv80NoEIuIJxmr8VA.jpg,-0.35,0.72,0.15,0.78,0.55,0.42,0.85,man-in-a-hole,"[""fear"",""surprise"",""disgust""]","[""surrealist-horror"",""revenge"",""occult"",""body-horror"",""spiritual-dread"",""cult-film""]","[""solo"",""friends""]",Fever dream revenge quest where reality fractures into grotesque ritual and flying corpses.,building,unsettling,0.25,"[""graphic-violence"",""body-horror""]",0.88,,,7
49245,Yogi Bear's All-Star Comedy Christmas Caper,1982,"[""Animation"",""Comedy"",""Adventure""]",24,6.4,/a081hLVIroLDv434FgzwKzNh6vA.jpg,0.75,0.45,0.7,0.25,0.8,0.55,0.15,man-in-a-hole,"[""joy"",""trust"",""surprise""]","[""christmas"",""wholesome"",""redemption"",""holiday-spirit"",""found-family""]","[""family"",""friends""]","Warm, silly chaos wrapped in tinsel and holiday cheer.",steady,uplifting,0.92,"[]",0.3,,,6.6
49250,Drones,2010,"[""Comedy"",""Science Fiction""]",96,5.7,/ArGtLyD1cYthj5IZNm2SSJ6o7vP.jpg,0.15,0.65,0.25,0.72,0.3,0.75,0.68,oedipus,"[""anger"",""sadness"",""anticipation""]","[""moral-ambiguity"",""workplace-alienation"",""ethical-dilemma"",""military-thriller"",""psychological-tension"",""systemic-critique""]","[""solo"",""friends""]",Fluorescent desperation colliding with impossible choices under ticking time.,building,unsettling,0.35,"[""sudden-grief""]",0.88,,,6.2
49258,Quill: The Life of a Guide Dog,2004,"[""Drama""]",100,6.9,/97KHrHEnvVFGrhC5kupwqwcIHjv.jpg,0.65,0.35,0.7,0.55,0.6,0.85,0.45,man-in-a-hole,"[""joy"",""trust"",""sadness""]","[""redemption"",""found-family"",""disability"",""unconditional-love"",""tearjerker"",""human-animal-bond""]","[""solo"",""family""]",Quiet grace blooming between two broken things learning to trust.,slow-burn,uplifting,0.82,"[]",0.7,,,7.1
49259,Run Papa Run,2008,"[""Drama"",""Crime"",""Comedy""]",115,5.5,/behMCGgIdXRLaqti6ULzTXWVfjH.jpg,0.15,0.65,0.25,0.72,0.35,0.78,0.62,man-in-a-hole,"[""fear"",""sadness"",""love""]","[""redemption"",""fatherhood"",""double-life"",""sacrifice"",""crime-drama"",""hong-kong-cinema""]","[""solo"",""date""]",A man clinging to love while his past closes in relentlessly.,building,bittersweet,0.4,"[""sudden-grief""]",0.82,,,6.3
49266,Sand Serpents,2009,"[""Action"",""Horror"",""Thriller""]",90,3.919,/vansdh0dohqSzKvFvzZz49lfhac.jpg,-0.15,0.72,0.35,0.38,0.42,0.15,0.12,man-in-a-hole,"[""fear"",""surprise"",""anger""]","[""creature-feature"",""survival"",""military-action"",""desert-horror"",""b-movie""]","[""friends"",""solo""]",Creature-chaos in the desert; schlock thrills with B-movie charm.,relentless,ambiguous,0.48,"[]",0.38,,15,3.9
49283,Sunflower,2006,"[""Crime"",""Drama""]",116,6.964,/qgxZrB4r4OimjYMUZlt6ZmaUm81.jpg,0.15,0.35,0.25,0.72,0.2,0.78,0.58,man-in-a-hole,"[""sadness"",""hope"",""anger""]","[""redemption"",""found-family"",""guilt"",""social-injustice"",""second-chances"",""restraint""]","[""solo"",""date""]",Quiet desperation fighting for tenderness against a closing fist.,slow-burn,bittersweet,0.35,"[""sudden-grief""]",0.72,69,74,7.2
49284,The Beast and the Beauty,2005,"[""Comedy"",""Romance""]",102,6.12,/zKzsw9b5Xj3WaJQl5h4wWr3T2y8.jpg,0.55,0.45,0.35,0.62,0.72,0.58,0.48,man-in-a-hole,"[""anticipation"",""joy"",""sadness""]","[""romantic-comedy"",""self-esteem"",""identity"",""deception"",""redemption"",""korean-charm""]","[""date"",""friends""]",Butterflies and self-doubt colliding in a mess of mistaken identity and honesty.,building,bittersweet,0.72,"[]",0.68,,,6.5
49285,The Legendary Tai Fei,1999,"[""Crime"",""Drama""]",82,5.4,/bPS35K62zoLMOKSIHuovmwrVfkW.jpg,-0.15,0.65,-0.35,0.62,0.3,0.55,0.45,oedipus,"[""sadness"",""anger"",""anticipation""]","[""triad-crime"",""father-son-conflict"",""moral-corruption"",""hong-kong-noir"",""redemption-failed"",""generational-tragedy""]","[""solo"",""friends""]",Neon-soaked desperation as family bonds fracture against the weight of organized crime.,building,devastating,0.35,"[""sudden-grief"",""graphic-violence""]",0.72,,,5
49288,Those Were the Days,2000,"[""Drama"",""Action"",""Crime"",""Romance""]",100,6.4,/dqeZDnR5VPlP0VPdlYMxkVq8BdJ.jpg,0.15,0.72,0.35,0.62,0.45,0.48,0.38,man-in-a-hole,"[""anticipation"",""sadness"",""anger""]","[""triad-origin-story"",""coming-of-age"",""betrayal"",""loyalty"",""hong-kong-crime"",""youthful-idealism""]","[""friends"",""solo""]","Gritty streets and brotherhood corrupted, watching innocence fold into ambition.",building,bittersweet,0.54,"[""graphic-violence""]",0.68,,,6.3
49291,Time and Tide,2000,"[""Action"",""Thriller"",""Crime""]",113,6.435,/ywm95TI4eZUNrQwXOEamn2diVD6.jpg,0.15,0.82,0.35,0.72,0.65,0.48,0.61,man-in-a-hole,"[""fear"",""anticipation"",""sadness""]","[""kinetic-violence"",""redemption-impossible"",""loyalty-tested"",""survival"",""noir-desperation"",""stylized-chaos""]","[""friends"",""solo""]","Neon-soaked chase through collapsing trust, bullets and gasoline.",relentless,ambiguous,0.38,"[""graphic-violence"",""sudden-grief""]",0.72,64,74,6.7
49292,Animal Instincts,1992,"[""Drama"",""Thriller""]",96,4.9,/6YuYMZSUXI8ZgysXIdW6mHZ7qlj.jpg,-0.3,0.6,-0.4,0.55,0.4,0.45,0.5,icarus,"[""anticipation"",""disgust"",""sadness""]","[""erotic-thriller"",""marital-dysfunction"",""voyeurism"",""moral-decay"",""betrayal"",""dark-desire""]","[""solo""]",Sleazy fascination curdling into moral dread and relationship collapse.,building,cautionary,0.35,"[""sexual-content""]",0.65,,,4.9
49347,Needle,2010,"[""Horror"",""Thriller"",""Mystery""]",90,5,/gxVJLWNMGyOXPG5P8KULdoWHHPg.jpg,-0.55,0.68,-0.45,0.72,0.35,0.28,0.42,man-in-a-hole,"[""fear"",""suspense"",""anger""]","[""slasher"",""supernatural-revenge"",""whodunit"",""paranoia"",""body-horror""]","[""solo"",""friends""]",Gruesome kills and mounting dread wrapped in a mechanical puzzle.,building,twist,0.32,"[""graphic-violence""]",0.68,,71,4.8
49355,Goyokin,1969,"[""Drama"",""Action""]",124,7.4,/5X0oO5Lg5OmYRd2zsGfxTaSFXEp.jpg,-0.25,0.65,0.55,0.72,0.35,0.8,0.65,man-in-a-hole,"[""sadness"",""anger"",""anticipation""]","[""redemption"",""guilt"",""honor"",""samurai-code"",""moral-reckoning"",""sacrifice""]","[""solo"",""friends""]","Snow-dusted obligation to stop evil, weighted by past complicity.",building,bittersweet,0.55,"[""village-massacre""]",0.78,,,7.6
49370,Perfect,1985,"[""Drama"",""Romance""]",115,5.6,/tb1jZGi23w2pIittaBBdaN6CGRI.jpg,0.35,0.48,0.52,0.42,0.58,0.61,0.28,man-in-a-hole,"[""trust"",""sadness"",""anticipation""]","[""redemption"",""betrayal"",""romance"",""journalism-ethics"",""trust-broken"",""80s-nostalgia""]","[""date"",""friends""]",Bright aerobics meets moral quicksand; charm curdling into regret.,steady,bittersweet,0.68,"[]",0.62,,,4.8
49375,Rough Cut,1980,"[""Adventure"",""Comedy"",""Crime"",""Mystery"",""Romance""]",112,5.8,/omQO3KUJH0g6BntveHhjpiqekNv.jpg,0.6,0.55,0.7,0.4,0.7,0.2,0.25,steady,"[""joy"",""anticipation""]","[""heist"",""charm"",""sophistication"",""playful-crime"",""adventure""]","[""friends"",""date""]",Stylish con artist swagger with champagne-bubble plotting and practiced smiles.,steady,ambiguous,0.85,"[]",0.35,,13,5.7
49381,Jimmy Carr: Making People Laugh,2010,"[""Comedy""]",113,7.512,/bPsHHpT1oN6awwzbI71Bzzwm9mB.jpg,0.75,0.65,0.8,0.35,0.85,0.3,0.4,steady,"[""joy"",""surprise""]","[""dark-humor"",""transgressive"",""irreverent"",""cathartic"",""adult-comedy""]","[""solo"",""friends""]","Laughing at things you probably shouldn't, guilt-free and uninhibited.",steady,uplifting,0.65,"[]",0.5,,,7.8
49396,The Haunted,1991,"[""Horror"",""Mystery"",""TV Movie""]",100,5.886,/daLoku3ViXkUKOJB9X39v72KlDq.jpg,-0.65,0.58,-0.45,0.62,0.35,0.55,0.4,man-in-a-hole,"[""fear"",""sadness""]","[""haunted-house"",""possession"",""demonic"",""family-under-siege"",""paranormal"",""based-on-true-story""]","[""solo"",""friends""]","Persistent dread creeping through walls, nightmares waiting in the dark.",building,bittersweet,0.35,"[""psychological-manipulation""]",0.72,,,6.2
49397,Death Rides a Horse,1967,"[""Western""]",114,7,/qjvb8IYBaqizU1GG1qmGtMJpkBK.jpg,-0.15,0.72,0.55,0.68,0.62,0.58,0.52,man-in-a-hole,"[""anger"",""anticipation"",""sadness""]","[""revenge"",""trauma"",""redemption"",""vengeance"",""spaghetti-western"",""moral-ambiguity""]","[""solo"",""friends""]",Dust and gunpowder; cold calculation masquerading as justice.,building,bittersweet,0.42,"[""sudden-grief"",""graphic-violence""]",0.73,40,72,7
49444,Kung Fu Panda 2,2011,"[""Animation"",""Family"",""Comedy""]",91,7.1,/mtqqD00vB4PGRt20gWtGqFhrkd0.jpg,0.62,0.68,0.71,0.45,0.78,0.64,0.48,man-in-a-hole,"[""joy"",""anticipation"",""trust""]","[""redemption"",""found-family"",""coming-of-age"",""martial-arts"",""dark-past""]","[""family"",""friends""]",Colorful chaos and heart-pounding battles punctuated by genuine emotional depth.,building,triumphant,0.82,"[""genocide"",""sudden-grief""]",0.58,81,74,7.3
49456,Love and Anger,1969,"[""Drama""]",102,5.125,/5Zjd6dwTpmIyg0rLZ3zCBzbpYpr.jpg,-0.4,0.5,-0.3,0.8,0.1,0.75,0.85,riches-to-rags,"[""anger"",""sadness"",""disgust""]","[""political-alienation"",""experimental"",""social-indifference"",""existential"",""radical-cinema"",""moral-witness""]","[""solo""]",Fragmented moral outrage against a world's deliberate numbness.,episodic,unsettling,0.25,"[""sudden-grief""]",0.88,,,5.8
49462,Career Girls,1997,"[""Drama""]",87,6.6,/bV6ezK5Qcqv9ul9B6yGiKcfA0pG.jpg,0.15,0.25,0.35,0.72,0.3,0.78,0.68,man-in-a-hole,"[""sadness"",""nostalgia"",""trust""]","[""female-friendship"",""bittersweet-reunion"",""coming-of-age-aftermath"",""unresolved-longing"",""class-anxiety"",""british-indie""]","[""solo"",""date""]",Quiet devastation wrapped in tea and old memories that sting differently now.,slow-burn,bittersweet,0.55,"[""sudden-grief""]",0.78,,,7.1
49463,Eight,1998,"[""Drama""]",13,5.7,/lPUeV11VB1h3uxAS9gEClRJO8gw.jpg,-0.35,0.25,0.15,0.72,0.2,0.8,0.65,man-in-a-hole,"[""sadness"",""trust"",""anticipation""]","[""grief"",""coming-of-age"",""displacement"",""childhood-innocence"",""father-loss"",""resilience""]","[""solo""]","A child's quiet ache, framed through football and imagination, sitting alone on a grey shore.",slow-burn,bittersweet,0.55,"[""sudden-grief""]",0.72,,,6.7
49471,Get on the Bus,1996,"[""History"",""Adventure"",""Drama""]",122,6.4,/7p8FvHMSr11LQw9Xv6dPJdrBeU2.jpg,0.35,0.48,0.52,0.72,0.32,0.78,0.71,man-in-a-hole,"[""anger"",""anticipation"",""trust""]","[""racial-reckoning"",""social-commentary"",""redemption"",""identity"",""brotherhood"",""road-trip""]","[""solo"",""friends""]","Tense conversations and hard truths across America, searching for common ground.",steady,bittersweet,0.38,"[]",0.88,89,71,6.9
49494,The Eagle,2011,"[""Adventure"",""Drama""]",114,6.249,/e7rcJQWplGZWz57yGlP87rlPmI.jpg,0.45,0.62,0.58,0.52,0.65,0.48,0.35,man-in-a-hole,"[""anticipation"",""determination"",""triumph""]","[""redemption"",""honor"",""survival"",""found-friendship"",""adventure"",""ancient-world""]","[""friends"",""family""]","Sweeping adventure across misty highlands—earnest, muscular, occasionally dragging.",building,triumphant,0.75,"[]",0.42,39,41,6.2
49497,Camp Cucamonga,1990,"[""Comedy"",""Drama"",""Family"",""TV Movie""]",93,4.676,/hhPLBTZgWwDIMW0vj3tybRdgnwf.jpg,0.7,0.6,0.75,0.35,0.75,0.4,0.2,man-in-a-hole,"[""joy"",""anticipation""]","[""summer-camp"",""coming-of-age"",""teen-romance"",""ensemble"",""nostalgia"",""feel-good""]","[""friends"",""family""]",Sunburned laughter and first crushes by the lake.,steady,uplifting,0.85,"[]",0.35,,,5.7
49514,Gen-Y Cops,2000,"[""Action"",""Science Fiction"",""Thriller"",""Crime""]",85,4.3,/28ogVAXiUjUwUIHXXh99UWfgpwj.jpg,0.35,0.78,0.62,0.38,0.72,0.18,0.25,man-in-a-hole,"[""joy"",""anticipation"",""surprise""]","[""action-spectacle"",""buddy-cop"",""high-tech-heist"",""underdog-squad"",""witty-banter"",""genx-nostalgia""]","[""friends"",""solo""]",Neon-soaked action comedy that prioritizes style and laughs over coherence.,relentless,ambiguous,0.75,"[]",0.48,,,4.6
49517,Tinker Tailor Soldier Spy,2011,"[""Drama"",""Thriller"",""Mystery""]",127,6.625,/e0dZ7TapGY9HtJ9xk1TUHPEOccl.jpg,-0.15,0.25,0.1,0.92,0.2,0.75,0.88,man-in-a-hole,"[""anticipation"",""paranoia"",""sadness""]","[""espionage"",""paranoia"",""cold-war"",""isolation"",""cerebral"",""betrayal""]","[""solo""]","Cigarette smoke in a gray room, watching shadows move behind frosted glass.",slow-burn,bittersweet,0.35,"[]",0.8,84,65,7
49519,The Croods,2013,"[""Animation"",""Adventure"",""Family"",""Comedy""]",99,6.931,/27zvjVOtOi5ped1HSlJKNsKXkFH.jpg,0.75,0.72,0.68,0.48,0.82,0.64,0.45,man-in-a-hole,"[""joy"",""trust""]","[""family-bonding"",""coming-of-age"",""adventure"",""visual-spectacle"",""growth-through-change"",""father-daughter""]","[""family"",""friends""]",Bright chaos and heart-pounding adventure wrapped in genuine family warmth.,relentless,triumphant,0.88,"[]",0.48,71,77,7.1
49520,The Change-Up,2011,"[""Comedy""]",112,6.152,/iV6ARQZyGpjygtzFMdWH9U1Lj9x.jpg,0.55,0.58,0.62,0.32,0.68,0.42,0.28,man-in-a-hole,"[""joy"",""surprise""]","[""body-swap-chaos"",""buddy-comedy"",""wish-fulfillment"",""lifestyle-envy"",""absurdist"",""character-growth""]","[""friends"",""solo""]",Irreverent chaos with a surprisingly warm heart buried underneath.,building,bittersweet,0.72,"[]",0.48,26,47,6.3
49521,Man of Steel,2013,"[""Action"",""Adventure"",""Science Fiction""]",143,6.64,/8GFtkImmK0K1VaUChR0n9O61CFU.jpg,0.15,0.78,0.35,0.42,0.55,0.48,0.38,man-in-a-hole,"[""fear"",""anger"",""anticipation""]","[""alien-invasion"",""existential-burden"",""origin-story"",""world-ending-stakes"",""isolated-hero"",""visual-spectacle""]","[""friends"",""solo""]",Apocalyptic spectacle with a hero too burdened to smile.,building,bittersweet,0.45,"[""graphic-violence""]",0.62,56,75,7.1
49524,R.I.P.D.,2013,"[""Fantasy"",""Action"",""Comedy""]",96,5.851,/rS0kByPD4YF8pQ85KjzMdGiu7Xf.jpg,0.55,0.62,0.68,0.28,0.68,0.32,0.18,man-in-a-hole,"[""joy"",""anticipation"",""surprise""]","[""buddy-cop"",""supernatural"",""absurdist"",""revenge"",""redemption"",""light-hearted""]","[""friends"",""solo""]","Popcorn action-comedy with a smirk, never taking itself seriously.",steady,triumphant,0.78,"[]",0.32,12,38,5.6
49526,Premium Rush,2012,"[""Crime"",""Action"",""Thriller""]",91,6.334,/gHnGhJmE0LByOd4RS2mOASmUqQu.jpg,0.62,0.78,0.71,0.58,0.75,0.35,0.52,man-in-a-hole,"[""anticipation"",""fear"",""joy""]","[""adrenaline"",""urban-chase"",""underdog"",""cat-and-mouse"",""stylized-action"",""corruption""]","[""friends"",""solo""]",Pedaling through Manhattan chaos at breakneck speed with a crooked cop on your tail.,relentless,triumphant,0.78,"[]",0.58,75,60,6.5
49527,Man on a Ledge,2012,"[""Action"",""Thriller"",""Crime""]",102,6.431,/pziTpiYy5dtVdvXctYIZv09r5Nk.jpg,0.35,0.72,0.58,0.68,0.64,0.42,0.35,man-in-a-hole,"[""anticipation"",""fear"",""trust""]","[""heist"",""redemption"",""corruption"",""underdog"",""twist"",""rooftop-tension""]","[""friends"",""solo""]",Adrenaline and puzzle-solving with a sideline of moral stakes.,building,twist,0.72,"[]",0.68,31,52,6.6
49529,John Carter,2012,"[""Action"",""Adventure"",""Science Fiction""]",132,6.358,/lCxz1Yus07QCQQCb6I0Dr3Lmqpx.jpg,0.55,0.68,0.72,0.42,0.68,0.38,0.32,man-in-a-hole,"[""joy"",""anticipation"",""trust""]","[""redemption"",""adventure"",""alien-worlds"",""pulp-fun"",""fish-out-of-water"",""spectacle""]","[""friends"",""family""]","Swashbuckling earnestness across alien deserts, silly but never apologetic.",building,triumphant,0.82,"[]",0.38,52,60,6.6
